chunk_id,document,page_number,text,processed_text
ug_p23_38,ug,23,"Chapter 3: Award of Bachelor Degree and Academic Deficiencies (Applicable to all programmes except those specified separately) 1. Award of Bachelor Degree. a. On the recommendation of the FBS of the constituent institution, the University awards an undergraduate degree to the student who satisfies the following conditions: (1) has completed prescribed credit hours, as per approval of, NUST Academic Council for each programme for Bachelor’s degree. (2) has achieved a minimum CGPA of 2.00 with a minimum of C grade in final year (Design) project work for BE/BS programme, where applicable. 2. Academic Deficiencies. A student who obtains one or more of the following grades in the semester result shall be considered academically deficient: a. An F/XF grade in any course b. Semester GPA less than 2.00 c. CGPA less than 2.00 d. I (Incomplete) grade in any course e. Less than C grade in final year (Design) project work for BE/BS programme, where applicable 3. Disposal of Academically Deficient Students. a. The cases of academically deficient students shall be processed initially by the DBS and subsequently by the FBS of the respective institution in the following manner: (1) The DBS shall review the end semester results of deficient students",chapter award bachelor degree academic deficiency applicable programme except specified separately award bachelor degree recommendation fbs constituent institution university award undergraduate degree student satisfies following condition completed prescribed credit hour per approval nust academic council programme bachelor degree achieved minimum cgpa minimum c grade final year design project work bebs programme applicable academic deficiency student obtains one following grade semester result shall considered academically deficient fxf grade course b semester gpa less c cgpa less incomplete grade course e less c grade final year design project work bebs programme applicable disposal academically deficient student case academically deficient student shall processed initially db subsequently fbs respective institution following manner db shall review end semester result deficient student
ug_p23_39,ug,23,"and recommend any one of the following actions to the FBS: (a) Warning (b) Probation (c) Suspension (d) Withdrawal (e) Repetition of the semester(s) if the student's CGPA consistently remains below 2.00 (2) The FBS of the institution upon receipt of the recommendations from the concerned DBS, shall be convened as soon as possible but not later than the first two weeks of the next semester; and, (3) The FBS shall consider each case individually and take one of the following actions as per the latest policies of the University: NUST Undergraduate Student Handbook 19",recommend one following action fbs warning b probation c suspension withdrawal e repetition semester student cgpa consistently remains fbs institution upon receipt recommendation concerned db shall convened soon possible later first two week next semester fbs shall consider case individually take one following action per latest policy university nust undergraduate student handbook
ug_p24_40,ug,24,"(a) Issue warning to the student (b) Place the student on probation (c) Recommend suspension (d) Recommend withdrawal from the University (e) Recommend repetition of the semester(s) if the student's CGPA consistently remains below 2.00 b. The warning and probation orders will be issued by the Deputy Controller of Examination of the respective institution. One copy of the order shall be placed in the student's file for record and one copy each shall be sent to the parent/guardian and student's tutor. 4. Warning. a. Definition. “Warning” means a written cautionary statement issued to a student who qualifies to continue his/her despite minor deficiencies in some courses to make him/her conscious of the weakness and advise him/her to work hard during the semester under progress. b. Policy. A student should be placed on warning under the following condition as per the latest policies of the University: (1) The semester GPA of the student is less than 2.00 or s/he earns F/XF grade(s) in a course(s) but does not qualify for probation/withdrawal. c. Compulsions. While on warning, a student is to: (1) contact concerned faculty for guidance; (2) keep a complete record of the semester work comprising home assignments, laboratory reports, quizzes,",issue warning student b place student probation c recommend suspension recommend withdrawal university e recommend repetition semester student cgpa consistently remains b warning probation order issued deputy controller examination respective institution one copy order shall placed student file record one copy shall sent parentguardian student tutor warning definition warning mean written cautionary statement issued student qualifies continue hisher despite minor deficiency course make himher conscious weakness advise himher work hard semester progress b policy student placed warning following condition per latest policy university semester gpa student less earns fxf grade course qualify probationwithdrawal c compulsion warning student contact concerned faculty guidance keep complete record semester work comprising home assignment laboratory report quiz
ug_p24_41,ug,24,"mid-semester/OHTs, and the marks obtained. 5. Probation. a. Definition. A student is said to be on probation if s/he is deficient in academic/discipline standards but is allowed to continue studies. b. Policy. A student should be placed on academic probation under the following conditions: (1) His/her CGPA is less than 2.00, and s/he does not qualify for withdrawal. This clause will not be applicable to the first semester. (2) On disciplinary grounds when recommended by the respective discipline committee of the institution and the discipline committee of NUST. 20 NUST Undergraduate Student Handbook",midsemesterohts mark obtained probation definition student said probation deficient academicdiscipline standard allowed continue study b policy student placed academic probation following condition hisher cgpa less qualify withdrawal clause applicable first semester disciplinary ground recommended respective discipline committee institution discipline committee nust nust undergraduate student handbook
ug_p25_42,ug,25,"c. Compulsions. While on probation, a student shall: (1) contact concerned faculty for guidance; and, (2) keep a complete record of the semester work comprising home assignments, laboratory reports, quizzes, mid-semester/OHTs, and the marks obtained. 6. Suspension. a. Definition. “Suspension” means that a student is not allowed to continue regular academic activities for a specified time. b. Policy. A student may be recommended for suspension by the FBS for approval by Main Office, NUST subject to any of the conditions listed below: (1) On disciplinary grounds when recommended by the Discipline Committee of the respective institution and the Discipline Committee of the University. (2) If the overall attendance of the student is below 75% in a semester on medical grounds or reasons beyond his/her control. (3) If the student remains absent for more than thirty but less than forty- five consecutive days without a valid reason. (4) Suspension on reasons beyond the student's control or authorized grounds/sanctioned leave from the competent authority. Note: UG programme duration is 8 regular semesters (4 years), excluding the summer semester which is only meant for deficiency/ failure/repetition of courses. c. Suspension of Registration (1) If a student remains absent for 45 or more consecutive",c compulsion probation student shall contact concerned faculty guidance keep complete record semester work comprising home assignment laboratory report quiz midsemesterohts mark obtained suspension definition suspension mean student allowed continue regular academic activity specified time b policy student may recommended suspension fbs approval main office nust subject condition listed disciplinary ground recommended discipline committee respective institution discipline committee university overall attendance student semester medical ground reason beyond hisher control student remains absent thirty less forty five consecutive day without valid reason suspension reason beyond student control authorized groundssanctioned leave competent authority note ug programme duration regular semester year excluding summer semester meant deficiency failurerepetition course c suspension registration student remains absent consecutive
ug_p25_43,ug,25,"days without intimation or any valid reason, his/her admission/registration will be suspended. However, such students may resume the same programme subject to meeting the following conditions: (a) has completed a minimum of one year of studies and attained mandatory GPAs; (b) has been recommended by the respective institution. (2) On re-admission, the student will pay the prescribed admission fee and 50% tuition fee for the period of absence. The rate of the fee will be as applicable to students of the semester which s/he joins. (3) While considering the case for re-admission, it will be ascertained by the respective institution that the student has sufficient time to NUST Undergraduate Student Handbook 21",day without intimation valid reason hisher admissionregistration suspended however student may resume programme subject meeting following condition completed minimum one year study attained mandatory gpa b recommended respective institution readmission student pay prescribed admission fee tuition fee period absence rate fee applicable student semester join considering case readmission ascertained respective institution student sufficient time nust undergraduate student handbook
ug_p26_44,ug,26,"complete his/her degree within the prescribed time limit, which will start from the date of original/first admission. (4) No special classes/courses will be planned / arranged for such cases, other than planned classes for repeat courses. (5) After re-admission, his/her studies will be governed by the rules and regulations applicable to the entry s/he joins. (6) Suspension of registration, on grounds of prolonged absence, will be granted only once in the programme in which s/he was originally granted admission. 7. Withdrawal. a. Definition. “Withdrawal” means that a student is considered unsuitable for further studies at NUST and is withdrawn from the programme. b. Policy. A student is recommended for withdrawal as per the latest policies of the University by the FBS for approval by Main Office NUST subject to any of the conditions listed below: (1) The student accumulates seven or more F/XF grades. (2) The student earns four consecutive probations. This clause does not apply to the 7th and 8th semesters of UG programmes. (3) On disciplinary grounds when recommended by the respective Discipline Committee of the institution and the Discipline Committee of NUST. (4) The student cannot complete his/her degree requirements within the maximum stipulated time of seven",complete hisher degree within prescribed time limit start date originalfirst admission special classescourses planned arranged case planned class repeat course readmission hisher study governed rule regulation applicable entry join suspension registration ground prolonged absence granted programme originally granted admission withdrawal definition withdrawal mean student considered unsuitable study nust withdrawn programme b policy student recommended withdrawal per latest policy university fbs approval main office nust subject condition listed student accumulates seven fxf grade student earns four consecutive probation clause apply semester ug programme disciplinary ground recommended respective discipline committee institution discipline committee nust student complete hisher degree requirement within maximum stipulated time seven
ug_p26_45,ug,26,"years, even if s/he utilizes the summer semester. Such cases will be recommended by the respective FBS and referred to the Registrar Directorate for approval. (5) A student who remains absent for more than 45 consecutive days without valid reasons, but does not qualify for “Suspension of Registration” (6) Earns five F/XF grades or more in the first semester only. Note: If a student is likely to be withdrawn on academic deficiencies, s/he will be duly warned and counselled, and his/her parents will be forewarned for intervention. Such communication will be duly recorded. 8. Repetition/Retest of Course(s). a. A student may repeat a course for the following reasons, subject to payment of prescribed tuition fee for the repeated course(s): 22 NUST Undergraduate Student Handbook",year even utilizes summer semester case recommended respective fbs referred registrar directorate approval student remains absent consecutive day without valid reason qualify suspension registration earns five fxf grade first semester note student likely withdrawn academic deficiency duly warned counselled hisher parent forewarned intervention communication duly recorded repetitionretest course student may repeat course following reason subject payment prescribed tuition fee repeated course nust undergraduate student handbook
ug_p27_46,ug,27,"(1) Clearance of W/F/XF Grades (a) A student repeats a course to clear a W/F/XF grade. (b) It is the student's responsibility to clear the failed/dropped courses, subject to availability of resources at the respective institution and approval of Dean/Associate Dean/HoD. (c) The student's transcript will show both the old grade and the new earned grade, but the better grade will be used in the computation of CGPA. (d) The student who repeats a course to clear a W/F grade shall not be eligible for academic honours/awards except Rector’s Gold Medal. (e) Counting of F grades. For a student who fails in a subject, and after repeating fails again (irrespective of the number of times s/he repeats), the number of Fs counted in this case will be one F only. (2) Improvement of CGPA. A student may repeat a course to improve his/her CGPA subject to the following provisions: (a) The student should register for the course(s) to be repeated after formal permission from the respective HoD. (b) The terms and conditions of repeat courses shall be the same as per regular courses. The student transcript will show both the old grade and the new earned grade, but the better",clearance wfxf grade student repeat course clear wfxf grade b student responsibility clear faileddropped course subject availability resource respective institution approval deanassociate deanhod c student transcript show old grade new earned grade better grade used computation cgpa student repeat course clear wf grade shall eligible academic honoursawards except rector gold medal e counting f grade student fails subject repeating fails irrespective number time repeat number f counted case one f improvement cgpa student may repeat course improve hisher cgpa subject following provision student register course repeated formal permission respective hod b term condition repeat course shall per regular course student transcript show old grade new earned grade better
ug_p27_47,ug,27,"grade will be used in the computation of CGPA. (c) The student shall not be eligible for top academic honours /awards based on a new earned grade(s), except Rector’s Gold Medal. (d) The student shall not be allowed to improve his/her CGPA after completion of the degree. (3) Taking Alternative Elective Course. A student may take an alternative elective for repetition with the approval of the Dean. The student's transcript shall show the grades of both courses. However, the better grade will be used in the computation of CGPA. b. Retest of End Semester Examination. In case a failed subject is a pre-requisite for a course in the following semester, the student will have to clear it through retest within the first six academic weeks of the next semester. F Grade awarded to a student based on an academic failure is only eligible to appear in the retest, whereas XF Grade awarded based on low attendance is not qualified to appear in the retest. Such retest will have the same weightage as that of the actual End Semester Examination in that subject. The maximum achievable NUST Undergraduate Student Handbook 23",grade used computation cgpa c student shall eligible top academic honour award based new earned grade except rector gold medal student shall allowed improve hisher cgpa completion degree taking alternative elective course student may take alternative elective repetition approval dean student transcript shall show grade course however better grade used computation cgpa b retest end semester examination case failed subject prerequisite course following semester student clear retest within first six academic week next semester f grade awarded student based academic failure eligible appear retest whereas xf grade awarded based low attendance qualified appear retest retest weightage actual end semester examination subject maximum achievable nust undergraduate student handbook
ug_p28_48,ug,28,"grade, in this case, will be D. There shall be no extra coaching classes before such retests. 9. Deferment of Semester(s). A student may seek deferment from regular studies subject to the following conditions: a. Deferment will generally be requested before the start of a semester. However, in exceptional cases, it may be requested latest by the 2nd week of a semester. It will be endorsed by the FBS and processed for formal approval by the Registrar. b. During the period of deferment, s/he will be allowed to repeat courses already studied on payment of the prescribed fee for repetition of courses but not permitted to study new courses. c. S/he shall pay a 25% tuition fee to maintain his/her registration. d. The student has the requisite time available to complete his/her degree within the stipulated time. e. In case, a student opts to defer the first-semester s/he must pay the full tuition fee (non-adjustable / non-refundable). 10. Completion of the Degree. a. The Degree programme will be considered complete on fulfilling the following conditions: (1) On fulfilment of prescribed requirements of the degree (2) A request of the student for the final transcript/award of degree until the maximum allowed",grade case shall extra coaching class retests deferment semester student may seek deferment regular study subject following condition deferment generally requested start semester however exceptional case may requested latest week semester endorsed fbs processed formal approval registrar b period deferment allowed repeat course already studied payment prescribed fee repetition course permitted study new course c shall pay tuition fee maintain hisher registration student requisite time available complete hisher degree within stipulated time e case student opts defer firstsemester must pay full tuition fee nonadjustable nonrefundable completion degree degree programme considered complete fulfilling following condition fulfilment prescribed requirement degree request student final transcriptaward degree maximum allowed
ug_p28_49,ug,28,limit for the degree (3) Formal notification by the Controller of Examinations b. The student is allowed to improve his/her grade until conditions of para 10(a) above are fulfilled. Chapter 4: Award of Bachelor of Industrial Design & Architecture Degrees and Academic Deficiencies 1. Bachelor of Industrial Design and Architecture Degrees. 24 NUST Undergraduate Student Handbook,limit degree formal notification controller examination b student allowed improve hisher grade condition para fulfilled chapter award bachelor industrial design architecture degree academic deficiency bachelor industrial design architecture degree nust undergraduate student handbook
ug_p29_50,ug,29,"a. This chapter pertains to 8 Semesters of Bachelor of Industrial Design and 10 semesters of Bachelor of Architecture professional degree programmes being offered at the School of Art Design and Architecture (SADA). b. Duration of Studies (1) A minimum number of credit hours and duration for completing the Bachelors’ programmes shall be as under: Credit Duration Programme Hours Minimum Maximum Bachelor of Architecture 182 5 years 8 years Bachelor of Industrial Design 141 4 years 7 years (2) For Bachelor of Architecture, an Internship with reputed public/private sector organizations for a minimum duration of 14 weeks will be compulsory. Moreover, a thesis of 8 CHs is mandatory. (3) For the Bachelor of Industrial Design programme, digital modelling, and factory practice for one month in semester 5, design practice for 6 weeks in semester 7, and Project of 6 CHs in Semester 8 is mandatory. 2. Academic Requirements. a. The Bachelor of Architecture programme is a combination of theory subjects, design studios, and internships in the various aspects of architecture. It is spread over 5 years and consists of 10 semesters leading to the thesis design in the 10th semester. The degree as a qualified “Architect” is conferred in accordance",chapter pertains semester bachelor industrial design semester bachelor architecture professional degree programme offered school art design architecture sada b duration study minimum number credit hour duration completing bachelor programme shall credit duration programme hour minimum maximum bachelor architecture year year bachelor industrial design year year bachelor architecture internship reputed publicprivate sector organization minimum duration week compulsory moreover thesis chs mandatory bachelor industrial design programme digital modelling factory practice one month semester design practice week semester project chs semester mandatory academic requirement bachelor architecture programme combination theory subject design studio internship various aspect architecture spread year consists semester leading thesis design semester degree qualified architect conferred accordance
ug_p29_51,ug,29,"with Pakistan Council of Architects & Town Planners (PCATP) regulations, as applicable from time to time. b. The Bachelor of Industrial Design programme is a combination of theory subjects and design in the various aspects of industrial design. It is spread over 4 years and consists of 8 semesters. 3. Tests, Examinations, and Grading Policy for Bachelor of Industrial Design and Architecture. a. Minor Test (Quiz). A quiz will be conducted in each course at irregular intervals throughout the semester, with or without prior intimation. Quiz for industrial design studio and architectural design studio course will not be mandatory as the studio itself is an extension of the test of theoretical knowledge. The faculty will exercise its discretion to conduct a theoretical minor test, if needed. b. Major Tests (1) Mid Semester Examination. A 1-2 hour test will be conducted at mid- semester in each course with due notice of at least two days. NUST Undergraduate Student Handbook 25",pakistan council architect town planner pcatp regulation applicable time time b bachelor industrial design programme combination theory subject design various aspect industrial design spread year consists semester test examination grading policy bachelor industrial design architecture minor test quiz quiz conducted course irregular interval throughout semester without prior intimation quiz industrial design studio architectural design studio course mandatory studio extension test theoretical knowledge faculty exercise discretion conduct theoretical minor test needed b major test mid semester examination hour test conducted mid semester course due notice least two day nust undergraduate student handbook
ug_p30_52,ug,30,"(2) End Semester Examination. The last comprehensive examination of approximately 2-3 hours duration will be given in each course on its completion. (3) Class Assignment. A class assignment is a task relevant to a course of study assigned by the concerned faculty to substantiate the course contents. The assignment may or may not be graded. (4) Studios. These include all such evaluations to ascertain the level of competency of the practical application of knowledge acquired within the industrial design and architectural domain. Studio work is comprised of projects that can vary from theoretical to practical nature: (a) For Bachelor of Architecture, the studios to meet PCATP academic standards and the accreditation criteria, the teacher- student ratio will not be more than (1:15). Further, other than the Basics of Design, the studio instructors will be paid-up PCATP members. All studio work assignments must be submitted on time and late submittals will not be accepted. c. Project. Project is a research/design work aimed at testing the ability of a student to translate the theoretical knowledge acquired during a course of study into practical use at the undergraduate level. d. Thesis. For Bachelor of Architecture, Thesis is a report submitted by a student",end semester examination last comprehensive examination approximately hour duration given course completion class assignment class assignment task relevant course study assigned concerned faculty substantiate course content assignment may may graded studio include evaluation ascertain level competency practical application knowledge acquired within industrial design architectural domain studio work comprised project vary theoretical practical nature bachelor architecture studio meet pcatp academic standard accreditation criterion teacher student ratio basic design studio instructor paidup pcatp member studio work assignment must submitted time late submittals accepted c project project researchdesign work aimed testing ability student translate theoretical knowledge acquired course study practical use undergraduate level thesis bachelor architecture thesis report submitted student
ug_p30_53,ug,30,"comprising the precedent study, original research part, and an original design solution to an issue or design question approved by the School, that counts towards the partial fulfilment of his/her bachelor’s requirement: (1) The thesis lays the rationale and the foundation work for the thesis architecture design and will ultimately include the architectural proposal. Thus, it will be a composite document that will be graded in two parts; it will ultimately have the drawings in CD format included in it (to be inserted before the end of the 10th semester). (2) The thesis shall be examined and evaluated by External Jurors and Internal Faculty members as assigned and nominated by the School. As recommended by the PCATP, the internal grading will be 40% and the external grading will be 60% of the total grades. If a student fails Final Year Thesis Jury, s/he shall be considered fail and would be re- evaluated after a minimum stipulated period of 12 weeks from the date of the original jury. In case a student does not achieve the desired standard even after re-evaluation, then s/he shall have to repeat the semester. 4. Question Paper. All question papers will be set by the respective",comprising precedent study original research part original design solution issue design question approved school count towards partial fulfilment hisher bachelor requirement thesis lay rationale foundation work thesis architecture design ultimately include architectural proposal thus composite document graded two part ultimately drawing cd format included inserted end semester thesis shall examined evaluated external juror internal faculty member assigned nominated school recommended pcatp internal grading external grading total grade student fails final year thesis jury shall considered fail would evaluated minimum stipulated period week date original jury case student achieve desired standard even reevaluation shall repeat semester question paper question paper set respective
ug_p30_54,ug,30,"faculty, and duly scrutinized, approved, and conducted in accordance with the University policy. As per the spirit of the Semester System, there should be no choice in attempting the questions. It shall also be ensured that the Question Papers are balanced and cover the essentials of the whole syllabus completed by the faculty. 26 NUST Undergraduate Student Handbook",faculty duly scrutinized approved conducted accordance university policy per spirit semester system choice attempting question shall also ensured question paper balanced cover essential whole syllabus completed faculty nust undergraduate student handbook
ug_p31_55,ug,31,5. Academic Standards for Award of Degree. The Grade Point will be awarded based on the absolute grading system on a scale of 1.00 to 4.00 points. The performance of each student in a course of study will be graded as follows: Numerical Grade Point Grade Equivalence Major Field Courses All Other Courses A 80-100% 4.00 4.00 B+ 70-79% 3.50 3.50 B 60-69% 3.00 3.00 C+ 55-59% 2.50 2.50 C 50-54% - 2.00 D+ 45-49% - 1.50 D 40-44% - 1.00 F Less than 40% Less than 55% 0.00 I - Incomplete Incomplete W - Dropped Dropped Q - - Qualified T - Transfer Transfer XF - 0.00 (F Grade due to 0.00 (F Grade due to shortage of shortage of attendance) attendance) 6. Attendance. Overall attendance of a student in a course (credited and non-credited) shall not be less than 75%. The student shall not be allowed to sit in the End Semester Examination if his/her attendance in a particular course falls below 75%. 7. Classification of Courses. a. “Major Field Course” will be a core course of Bachelor of Industrial Design and Architecture Programmes. A passing grade for such a course will be 2.5 or more (C+ grade).,academic standard award degree grade point awarded based absolute grading system scale point performance student course study graded follows numerical grade point grade equivalence major field course course b b c c f less less incomplete incomplete w dropped dropped q qualified transfer transfer xf f grade due f grade due shortage shortage attendance attendance attendance overall attendance student course credited noncredited shall less student shall allowed sit end semester examination hisher attendance particular course fall classification course major field course core course bachelor industrial design architecture programme passing grade course c grade
ug_p31_56,ug,31,b. “Other Course” means all courses other than Major Field Course. A passing grade for such a course will be a minimum of 1.00 (D grade). NUST Undergraduate Student Handbook 27,b course mean course major field course passing grade course minimum grade nust undergraduate student handbook
ug_p32_57,ug,32,"8. Parameters for determining a student's grade in a course are laid down as under: a. A combined grading system scheme will be adopted for computation of the overall grade of a course as under for example: For Example, Theory Studio %age Marks Earned Subject Credits Credits Theory Studio Basics of Design-I 1 5 70 90 Overall grade = (70x1 + 90x5)/(1+5) = 70+450/6 = 520/6 = 86.7% b. The minimum CGPA for the award of the degree will be 2.0 / 4.0. c. A student will not be promoted to 7th semester (Bachelor of Industrial Design) and 9th semester (Bachelor of Architecture) respectively if s/he has any F/XF grade including non-credited course. d. Non-Credit Course. Only pass or fail grade will be awarded. Pass grade will be awarded to the student with 75% or more attendance. e. The School has the right to retain the student's studio and/or theory work for publication or put it on the web pages with due acknowledgment. 9. Assessment Modes and Weighting. a. Theory Courses. Assessment will be based on the results of the Mid Semester Examination, End Semester Examination, evaluation of the term assignments, the progress, and quality of the logbook, and the",parameter determining student grade course laid combined grading system scheme adopted computation overall grade course example example theory studio age mark earned subject credit credit theory studio basic designi overall grade b minimum cgpa award degree c student promoted semester bachelor industrial design semester bachelor architecture respectively fxf grade including noncredited course noncredit course pas fail grade awarded pas grade awarded student attendance e school right retain student studio andor theory work publication put web page due acknowledgment assessment mode weighting theory course assessment based result mid semester examination end semester examination evaluation term assignment progress quality logbook
ug_p32_58,ug,32,minimum level of attendance required in a particular course (75% of total class hours). The assessment for all theory courses /theory components of the course shall be in accordance with the following table: Bachelor of Industrial Design and Architecture Weighting Nature of Examination Duration Frequency (%age) Theory End semester Examination 2- 3 hours 1 30-50 Mid Term 1-2 hours 1 20-30 1 CH Course – min 2 Quizzes - 2 CH and above 10-15 Courses – min 3 Assignments / Project(s) Own time - 15-25 Studio Projects 28 NUST Undergraduate Student Handbook,minimum level attendance required particular course total class hour assessment theory course theory component course shall accordance following table bachelor industrial design architecture weighting nature examination duration frequency age theory end semester examination hour mid term hour ch course min quiz ch course min assignment project time studio project nust undergraduate student handbook
ug_p33_59,ug,33,"2 contact 1 per week for each Studio hours CH Portfolio Review/ Studio 10-20 Participation Studio Work 80-90 b. Studio Work (1) Design Studios, other than Basics of Design, and 10th Semester Thesis Design. These will include all such evaluations to ascertain the level of competency of the practical application of knowledge acquired within the architectural domain. Studio work is comprised of projects varying from theoretical to practical nature. The individual studio project instructions are prepared by the instructor and duly approved by the HoD. These may also be called the class studio assignments. Sample assignment already exists and can be referred to and will form the basis of any new studio class assignments. These studio assignments will follow the overall framework of the curriculum outline and will be approved one month before the start of the semester. (2) Assessment will be based on the results of projects that include desk crits, design reviews, mid-project reviews, and final reviews. The assessment shall also include portfolio review and participation/attendance. (3) Design Studios - Industrial Design. These will include all such evaluations to ascertain the level of competency of the practical application of knowledge acquired within the industrial design domain. Studio work",contact per week studio hour ch portfolio review studio participation studio work b studio work design studio basic design semester thesis design include evaluation ascertain level competency practical application knowledge acquired within architectural domain studio work comprised project varying theoretical practical nature individual studio project instruction prepared instructor duly approved hod may also called class studio assignment sample assignment already exists referred form basis new studio class assignment studio assignment follow overall framework curriculum outline approved one month start semester assessment based result project include desk crits design review midproject review final review assessment shall also include portfolio review participationattendance design studio industrial design include evaluation ascertain level competency practical application knowledge acquired within industrial design domain studio work
ug_p33_60,ug,33,"is comprised of projects. The individual Studio project instructions are prepared by the instructor and duly approved by the school. These may also be called the class studio assignments. These studio assignments will follow the overall framework of the curriculum outline and will be approved before the start of the semester. c. For Bachelor of Architecture, Thesis Report, and Final Year Thesis Design- 9th/10th Semester (1) Any student failing the final external jury shall be considered fail and would be required to be re-evaluated after a minimum stipulated period of 12 weeks. In case the student fails after re-evaluation s/he shall have to repeat the semester. (2) The passing grade for the Thesis is C+ (2.5 Grade Point). (3) A student who, because of illness or other acceptable reasons approved by the FBS, fails to take the final external jury shall be awarded an I grade. The student is required to take the final external NUST Undergraduate Student Handbook 29",comprised project individual studio project instruction prepared instructor duly approved school may also called class studio assignment studio assignment follow overall framework curriculum outline approved start semester c bachelor architecture thesis report final year thesis design semester student failing final external jury shall considered fail would required reevaluated minimum stipulated period week case student fails reevaluation shall repeat semester passing grade thesis c grade point student illness acceptable reason approved fbs fails take final external jury shall awarded grade student required take final external nust undergraduate student handbook
ug_p34_61,ug,34,jury after a minimum stipulated period of 12 weeks from the date of the original jury. (4) Marks assigned by external jurors are not to be modified / changed under any circumstances. d. The internal and external marks weight shall follow PCATP prescribed formula of: (1) Internal Evaluation – 40% of overall weight (2) External Evaluation – 60% of overall weight e. Thesis Design is to be carried out within the course ARCH 502 Architectural Design VIII. It is divided into two components: (1) Theory (2) Studio 10. The grading scheme being followed is given below: Architectural Design VIII - Semester 10 Weighing Nature of Exam Duration Frequency (%age) Theory End Semester Exam 2-3 hours 1 20-30% Internal Evaluation of Thesis Report - 1 10-20% External Thesis Report Evaluation - To be carried out 60% by External Studio Internal Evaluation (to be carried out under following heads with 40% associated weight range) Quarter Jury 1 10-20% ¾ Jury 1 15-25% Progress Evaluation - 50-70% Participation - 0-5% External Evaluation (to be carried out under following heads with 60% associated weight range) Quarter Jury 1 5-15% Mid Jury 1 10-20% ¾ Jury 1 15-30% 30 NUST Undergraduate Student Handbook,jury minimum stipulated period week date original jury mark assigned external juror modified changed circumstance internal external mark weight shall follow pcatp prescribed formula internal evaluation overall weight external evaluation overall weight e thesis design carried within course arch architectural design viii divided two component theory studio grading scheme followed given architectural design viii semester weighing nature exam duration frequency age theory end semester exam hour internal evaluation thesis report external thesis report evaluation carried external studio internal evaluation carried following head associated weight range quarter jury jury progress evaluation participation external evaluation carried following head associated weight range quarter jury mid jury jury nust undergraduate student handbook
ug_p35_62,ug,35,"Final External Jury 1 40-70% 11. Specific Designations for Architectural Thesis. a. External Juror means a person holding suitable qualifications in the relevant discipline who may belong to any outside constituent/affiliated institution or university/organization but has not taught the subject to the class during the academic semester for which the examination is being held. b. Supervisor means an in-house faculty who assists in supervision/guidance of thesis of a Bachelor of Architecture student till completion of Thesis. The supervisor must have sufficient experience and relevant qualifications in the field of research. c. Advisor means an in-house faculty or specialist from an Industry R&D organization who assists in supervision/guidance of Thesis of B Architecture student till completion of Thesis. The advisor must have sufficient experience and relevant qualifications in the field of Architecture. 12. Award of Grade F. In addition to the F grade awarded based on the academic failure, a student will not be allowed to appear in the End Semester Examination of a course in which his/her attendance is less than 75%, and s/he will be awarded XF grade in such courses. The XF grade so obtained will only be cleared by repetition of the course whenever offered, so that",final external jury specific designation architectural thesis external juror mean person holding suitable qualification relevant discipline may belong outside constituentaffiliated institution universityorganization taught subject class academic semester examination held b supervisor mean inhouse faculty assist supervisionguidance thesis bachelor architecture student till completion thesis supervisor must sufficient experience relevant qualification field research c advisor mean inhouse faculty specialist industry rd organization assist supervisionguidance thesis b architecture student till completion thesis advisor must sufficient experience relevant qualification field architecture award grade f addition f grade awarded based academic failure student allowed appear end semester examination course hisher attendance less awarded xf grade course xf grade obtained cleared repetition course whenever offered
ug_p35_63,ug,35,"the students are made to attend the missed course. 13. Award of Grade I. A student who, because of illness or other acceptable reasons approved by the DBS/FBS, fails to complete the required work in any course or misses any examination/test defined as under, provided his/her overall attendance is not less than 75%, is given I grade. The student receiving such a grade makes up the unfinished portion of his/her course and is given a grade at the discretion of the faculty without prejudice to the previous grade I. If a student fails to make up the coursework, s/he will be awarded an F grade. However, in highly extraordinary cases further, the extension may be approved by Registrar Directorate, Main office on the recommendation of the FBS. 14. Mid Semester Examination. Whenever a student misses Mid Semester Examination due to reasons acceptable to the DBS, a make-up test should be arranged within the period to be decided by the DBS but not later than four weeks from the original date of missed Mid Semester Exam. 15. End Semester Examination. Whenever a student misses the End Semester Examination due to reasons acceptable to the FBS, a make-up examination should be arranged",student made attend missed course award grade student illness acceptable reason approved dbsfbs fails complete required work course miss examinationtest defined provided hisher overall attendance less given grade student receiving grade make unfinished portion hisher course given grade discretion faculty without prejudice previous grade student fails make coursework awarded f grade however highly extraordinary case extension may approved registrar directorate main office recommendation fbs mid semester examination whenever student miss mid semester examination due reason acceptable db makeup test arranged within period decided db later four week original date missed mid semester exam end semester examination whenever student miss end semester examination due reason acceptable fbs makeup examination arranged
ug_p35_64,ug,35,"within the first six weeks after the beginning of the subsequent semester. In highly exceptional cases, approval for any further extension beyond six weeks period is to be obtained from Registrar Directorate, Main Office, on the recommendation of FBS. 16. Adding/Dropping of Course(s). a. Adding / Dropping of course(s) shall be allowed within the first two weeks of start of a regular semester and 1st week of a summer semester. It shall be NUST Undergraduate Student Handbook 31",within first six week beginning subsequent semester highly exceptional case approval extension beyond six week period obtained registrar directorate main office recommendation fbs addingdropping course adding dropping course shall allowed within first two week start regular semester week summer semester shall nust undergraduate student handbook
